Transcript stable ID	Schizosaccharomyces pombe gene stable ID	Saccharomyces cerevisiae gene stable ID	Saccharomyces cerevisiae homology type	Schizosaccharomyces pombe homology type
FGRAMPH1_01T00221				
FGRAMPH1_01T00223				
FGRAMPH1_01T00225				
FGRAMPH1_01T00227				
FGRAMPH1_01T00229				
FGRAMPH1_01T00231				
FGRAMPH1_01T00233				
FGRAMPH1_01T00235		YNL101W	ortholog_many2many	
FGRAMPH1_01T00237				
FGRAMPH1_01T00239				
FGRAMPH1_01T00241				
FGRAMPH1_01T00243				
FGRAMPH1_01T00245				
FGRAMPH1_01T00247				
FGRAMPH1_01T00249				
FGRAMPH1_01T00251				
FGRAMPH1_01T00253				
FGRAMPH1_01T00255				
FGRAMPH1_01T00257				
FGRAMPH1_01T00259				
FGRAMPH1_01T00261				
FGRAMPH1_01T00263				
FGRAMPH1_01T00265				
FGRAMPH1_01T00267				
FGRAMPH1_01T00269				
FGRAMPH1_01T00271				
FGRAMPH1_01T00273				
FGRAMPH1_01T00275				
FGRAMPH1_01T00277				
FGRAMPH1_01T00279				
FGRAMPH1_01T00281				
FGRAMPH1_01T00283				
FGRAMPH1_01T00285				
FGRAMPH1_01T00287				
FGRAMPH1_01T00289				
FGRAMPH1_01T00291				
FGRAMPH1_01T00293				
FGRAMPH1_01T00295				
FGRAMPH1_01T00297				
FGRAMPH1_01T00299				
FGRAMPH1_01T00301				
FGRAMPH1_01T00303				
FGRAMPH1_01T00305				
FGRAMPH1_01T00307				
FGRAMPH1_01T00309				
FGRAMPH1_01T00311				
FGRAMPH1_01T00313				
FGRAMPH1_01T00315				
FGRAMPH1_01T00317				
FGRAMPH1_01T00319				
FGRAMPH1_01T00321				
FGRAMPH1_01T00323				
FGRAMPH1_01T00325				
FGRAMPH1_01T00327				
FGRAMPH1_01T00329				
FGRAMPH1_01T00331		YNL101W	ortholog_many2many	
FGRAMPH1_01T00333				
FGRAMPH1_01T00335				
FGRAMPH1_01T00337				
FGRAMPH1_01T00339				
FGRAMPH1_01T00341				
FGRAMPH1_01T00343				
FGRAMPH1_01T00345				
FGRAMPH1_01T00347				
FGRAMPH1_01T00349				
FGRAMPH1_01T00351				
FGRAMPH1_01T00353				
FGRAMPH1_01T00355				
FGRAMPH1_01T00357				
FGRAMPH1_01T00359				
FGRAMPH1_01T00361				
FGRAMPH1_01T00363		YGR040W	ortholog_many2many	
FGRAMPH1_01T00363		YPR054W	ortholog_many2many	
FGRAMPH1_01T00363		YBL016W	ortholog_many2many	
FGRAMPH1_01T00365				
FGRAMPH1_01T00367				
FGRAMPH1_01T00369				
FGRAMPH1_01T00371				
FGRAMPH1_01T00373		YNL101W	ortholog_many2many	
FGRAMPH1_01T00375				
FGRAMPH1_01T00377				
FGRAMPH1_01T00379	SPAC922.07c	YMR170C	ortholog_many2many	ortholog_one2many
FGRAMPH1_01T00379	SPAC922.07c	YMR169C	ortholog_many2many	ortholog_one2many
FGRAMPH1_01T00381				
FGRAMPH1_01T00383				
FGRAMPH1_01T00385				
FGRAMPH1_01T00387		YFL041W	ortholog_many2many	
FGRAMPH1_01T00389				
FGRAMPH1_01T00391				
FGRAMPH1_01T00393				
FGRAMPH1_01T00395				
FGRAMPH1_01T00397				
FGRAMPH1_01T00399				
FGRAMPH1_01T00401				
FGRAMPH1_01T00403				
FGRAMPH1_01T00405				
FGRAMPH1_01T00407				
FGRAMPH1_01T00409				
FGRAMPH1_01T00411				
FGRAMPH1_01T00413		YML116W	ortholog_one2many	
FGRAMPH1_01T00413		YMR279C	ortholog_one2many	
FGRAMPH1_01T00415				
FGRAMPH1_01T00417				
FGRAMPH1_01T00419				
FGRAMPH1_01T00421				
FGRAMPH1_01T00423				
FGRAMPH1_01T00425				
FGRAMPH1_01T00427				
FGRAMPH1_01T00429				
FGRAMPH1_01T00431				
FGRAMPH1_01T00433				
FGRAMPH1_01T00435				
FGRAMPH1_01T00437				
FGRAMPH1_01T00439				
FGRAMPH1_01T00441				
FGRAMPH1_01T00443				
FGRAMPH1_01T00445				
FGRAMPH1_01T00447				
FGRAMPH1_01T00449				
FGRAMPH1_01T00451				
FGRAMPH1_01T00453				
FGRAMPH1_01T00455				
FGRAMPH1_01T00457				
FGRAMPH1_01T00459				
FGRAMPH1_01T00461	SPAC23H3.07c	YPR166C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00463	SPBC146.05c	YNL245C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00465	SPAC23C4.08	YIL118W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00467				
FGRAMPH1_01T00469		YER176W	ortholog_many2many	
FGRAMPH1_01T00471	SPAC688.04c			ortholog_many2many
FGRAMPH1_01T00473				
FGRAMPH1_01T00475				
FGRAMPH1_01T00477		YPR001W	ortholog_one2one	
FGRAMPH1_01T00479		YPR006C	ortholog_one2one	
FGRAMPH1_01T00481				
FGRAMPH1_01T00483				
FGRAMPH1_01T00485	SPBP35G2.12	YBR111C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00487				
FGRAMPH1_01T00489				
FGRAMPH1_01T00491				
FGRAMPH1_01T00493				
FGRAMPH1_01T00495				
FGRAMPH1_01T00497				
FGRAMPH1_01T00499	SPAPB17E12.04c			ortholog_one2one
FGRAMPH1_01T00501				
FGRAMPH1_01T00503				
FGRAMPH1_01T00505				
FGRAMPH1_01T00507	SPBC106.17c			ortholog_one2one
FGRAMPH1_01T00509				
FGRAMPH1_01T00511	SPBC32F12.05c	YJR050W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00513	SPCC338.15	YEL002C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00515				
FGRAMPH1_01T00517				
FGRAMPH1_01T00519				
FGRAMPH1_01T00521	SPAC4A8.04	YEL060C	ortholog_one2one	ortholog_one2many
FGRAMPH1_01T00521	SPAC1006.01	YEL060C	ortholog_one2one	ortholog_one2many
FGRAMPH1_01T00523				
FGRAMPH1_01T00525				
FGRAMPH1_01T00527				
FGRAMPH1_01T00529				
FGRAMPH1_01T00531				
FGRAMPH1_01T00533				
FGRAMPH1_01T00535				
FGRAMPH1_01T00537				
FGRAMPH1_01T00539				
FGRAMPH1_01T00541				
FGRAMPH1_01T00543				
FGRAMPH1_01T00545				
FGRAMPH1_01T00547				
FGRAMPH1_01T00549				
FGRAMPH1_01T00551				
FGRAMPH1_01T00553				
FGRAMPH1_01T00555				
FGRAMPH1_01T00557				
FGRAMPH1_01T00559				
FGRAMPH1_01T00561	SPCC4B3.04c	YML059C	ortholog_one2many	ortholog_one2many
FGRAMPH1_01T00563				
FGRAMPH1_01T00565				
FGRAMPH1_01T00567				
FGRAMPH1_01T00569				
FGRAMPH1_01T00571				
FGRAMPH1_01T00573				
FGRAMPH1_01T00575		YKL107W	ortholog_many2many	
FGRAMPH1_01T00577				
FGRAMPH1_01T00579				
FGRAMPH1_01T00581				
FGRAMPH1_01T00583				
FGRAMPH1_01T00585	SPCC965.12			ortholog_one2one
FGRAMPH1_01T00587				
FGRAMPH1_01T00589				
FGRAMPH1_01T00591				
FGRAMPH1_01T00593				
FGRAMPH1_01T00595				
FGRAMPH1_01T00597	SPBC3F6.02c	YGL001C	ortholog_one2many	ortholog_one2many
FGRAMPH1_01T00599				
FGRAMPH1_01T00601	SPAC24B11.05	YER037W	ortholog_many2many	ortholog_one2many
FGRAMPH1_01T00601	SPAC24B11.05	YGL224C	ortholog_many2many	ortholog_one2many
FGRAMPH1_01T00603				
FGRAMPH1_01T00605				
FGRAMPH1_01T00607				
FGRAMPH1_01T00609				
FGRAMPH1_01T00611				
FGRAMPH1_01T00613				
FGRAMPH1_01T00615				
FGRAMPH1_01T00617				
FGRAMPH1_01T00619				
FGRAMPH1_01T00621				
FGRAMPH1_01T00623				
FGRAMPH1_01T00625				
FGRAMPH1_01T00627				
FGRAMPH1_01T00629				
FGRAMPH1_01T00631	SPBC1773.06c			ortholog_one2many
FGRAMPH1_01T00633				
FGRAMPH1_01T00635				
FGRAMPH1_01T00637				
FGRAMPH1_01T00639				
FGRAMPH1_01T00641				
FGRAMPH1_01T00643				
FGRAMPH1_01T00645				
FGRAMPH1_01T00647				
FGRAMPH1_01T00649				
FGRAMPH1_01T00651				
FGRAMPH1_01T00653				
FGRAMPH1_01T00655				
FGRAMPH1_01T00657				
FGRAMPH1_01T00659	SPBPB21E7.04c			ortholog_one2many
FGRAMPH1_01T00659	SPBC119.03			ortholog_one2many
FGRAMPH1_01T00661				
FGRAMPH1_01T00663				
FGRAMPH1_01T00665				
FGRAMPH1_01T00667				
FGRAMPH1_01T00669				
FGRAMPH1_01T00671	SPAC821.04c			ortholog_one2many
FGRAMPH1_01T00671	SPBC1685.06			ortholog_one2many
FGRAMPH1_01T00673				
FGRAMPH1_01T00675				
FGRAMPH1_01T00677				
FGRAMPH1_01T00679				
FGRAMPH1_01T00681				
FGRAMPH1_01T00683				
FGRAMPH1_01T00685				
FGRAMPH1_01T00687				
FGRAMPH1_01T00689				
FGRAMPH1_01T00691				
FGRAMPH1_01T00693	SPCC320.08			ortholog_one2one
FGRAMPH1_01T00695				
FGRAMPH1_01T00697	SPAC1039.02	YHR202W	ortholog_one2one	ortholog_one2many
FGRAMPH1_01T00697	SPBPB2B2.06c	YHR202W	ortholog_one2one	ortholog_one2many
FGRAMPH1_01T00697	SPAC17G6.03	YHR202W	ortholog_one2one	ortholog_one2many
FGRAMPH1_01T00699				
FGRAMPH1_01T00701	SPAC25H1.07	YCL045C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00703				
FGRAMPH1_01T00705				
FGRAMPH1_01T00707				
FGRAMPH1_01T00709	SPAC13G7.08c	YNL182C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00711				
FGRAMPH1_01T00713				
FGRAMPH1_01T00715				
FGRAMPH1_01T00717				
FGRAMPH1_01T00719	SPAC1486.06	YOR209C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00721	SPBC19F5.02c			ortholog_one2one
FGRAMPH1_01T00723				
FGRAMPH1_01T00725				
FGRAMPH1_01T00727				
FGRAMPH1_01T00729				
FGRAMPH1_01T00731				
FGRAMPH1_01T00733				
FGRAMPH1_01T00735				
FGRAMPH1_01T00737				
FGRAMPH1_01T00739				
FGRAMPH1_01T00741				
FGRAMPH1_01T00743				
FGRAMPH1_01T00745				
FGRAMPH1_01T00747	SPCC1235.02	YGR286C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00749				
FGRAMPH1_01T00751				
FGRAMPH1_01T00753	SPAC1952.05	YGR252W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00755	SPAC1952.07	YOR368W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00757				
FGRAMPH1_01T00759				
FGRAMPH1_01T00761				
FGRAMPH1_01T00763	SPAC630.12	YDR182W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00765		YGR266W	ortholog_one2one	
FGRAMPH1_01T00767				
FGRAMPH1_01T00769				
FGRAMPH1_01T00771	SPBC1709.18			ortholog_one2many
FGRAMPH1_01T00771	SPAC16E8.15			ortholog_one2many
FGRAMPH1_01T00773				
FGRAMPH1_01T00775	SPBC16E9.06c	YAL044W-A	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T00777				
FGRAMPH1_01T00779	SPBC3E7.01	YFR019W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00781	SPAC1B3.07c	YPL065W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00783				
FGRAMPH1_01T00785	SPAC1142.04	YOR206W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00787				
FGRAMPH1_01T00789		YMR238W	ortholog_many2many	
FGRAMPH1_01T00791				
FGRAMPH1_01T00793	SPBC1677.03c	YER086W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00795	SPBC1709.11c			ortholog_one2one
FGRAMPH1_01T00797	SPAC4D7.04c	YBR002C	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T00797	SPAC4D7.04c	YMR101C	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T00799				
FGRAMPH1_01T00801		YMR196W	ortholog_one2one	
FGRAMPH1_01T00803	SPCC1840.06	YDR298C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00805	SPBC428.13c	YIL106W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00807	SPAC17A5.02c	YKL149C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00809	SPBC1861.07	YPL046C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00811	SPAC16A10.04	YKR055W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00813	SPBC3B9.19	YOR232W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00815	SPAC23G3.11	YDL097C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00817				
FGRAMPH1_01T00821				
FGRAMPH1_01T00819	SPBC1861.03	YEL053C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00823				
FGRAMPH1_01T00825				
FGRAMPH1_01T00827				
FGRAMPH1_01T00829				
FGRAMPH1_01T00831				
FGRAMPH1_01T00833				
FGRAMPH1_01T00835				
FGRAMPH1_01T00837				
FGRAMPH1_01T00839	SPBC15C4.06c			ortholog_one2one
FGRAMPH1_01T00841	SPAC13D6.05			ortholog_one2one
FGRAMPH1_01T00843				
FGRAMPH1_01T00845	SPAC13D6.03c	YML014W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00847				
FGRAMPH1_01T00849				
FGRAMPH1_01T00851				
FGRAMPH1_01T00853	SPBC1271.04c	YHR068W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00855				
FGRAMPH1_01T00857				
FGRAMPH1_01T00859				
FGRAMPH1_01T00861	SPBC23E6.07c	YOR217W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00863	SPBC1105.03c	YBL038W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00865	SPBC83.14c	YBR087W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00867	SPCC191.02c	YAL054C	ortholog_many2many	ortholog_one2many
FGRAMPH1_01T00867	SPCC191.02c	YLR153C	ortholog_many2many	ortholog_one2many
FGRAMPH1_01T00869	SPAC17A5.04c			ortholog_one2many
FGRAMPH1_01T00871				
FGRAMPH1_01T00873				
FGRAMPH1_01T00875	SPCC1235.08c	YOL107W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00877	SPBC947.05c	YGL160W	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T00877	SPBC947.05c	YLR047C	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T00877	SPBC1683.09c	YGL160W	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T00877	SPBC1683.09c	YLR047C	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T00879				
FGRAMPH1_01T00881				
FGRAMPH1_01T00883		YKL048C	ortholog_many2many	
FGRAMPH1_01T00885	SPAC3H8.06	YKL004W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00887				
FGRAMPH1_01T00889				
FGRAMPH1_01T00891				
FGRAMPH1_01T00893				
FGRAMPH1_01T00895	SPCC830.03	YLL035W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00897				
FGRAMPH1_01T00899				
FGRAMPH1_01T00901				
FGRAMPH1_01T00903				
FGRAMPH1_01T00905				
FGRAMPH1_01T00907				
FGRAMPH1_01T00909				
FGRAMPH1_01T00911	SPAC1F3.03	YBL106C	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T00911	SPAC1F3.03	YPR032W	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T00913				
FGRAMPH1_01T00915				
FGRAMPH1_01T00917				
FGRAMPH1_01T00919	SPBC3B8.03	YNR050C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00921				
FGRAMPH1_01T00923	SPCC736.11			ortholog_one2one
FGRAMPH1_01T00925	SPAC6F12.17	YMR061W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00927	SPCC663.05c	YJL115W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00929				
FGRAMPH1_01T00931	SPBC725.11c	YGL237C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00933	SPCC330.06c			ortholog_one2one
FGRAMPH1_01T00935				
FGRAMPH1_01T00937				
FGRAMPH1_01T00939	SPBC646.12c			ortholog_one2one
FGRAMPH1_01T00941				
FGRAMPH1_01T00943				
FGRAMPH1_01T00945	SPAC27D7.07c			ortholog_one2one
FGRAMPH1_01T00947				
FGRAMPH1_01T00949	SPAC24H6.03			ortholog_one2one
FGRAMPH1_01T00951	SPCC1620.01c	YBL026W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00953	SPAC22A12.01c	YMR137C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00955				
FGRAMPH1_01T00957				
FGRAMPH1_01T00959	SPAC458.03	YGR099W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00961	SPAC24H6.12c	YPR066W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00963	SPBC1289.07c	YPR110C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00965				
FGRAMPH1_01T00967				
FGRAMPH1_01T00969	SPAC23D3.07	YOR157C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00971	SPBC23G7.04c			ortholog_one2one
FGRAMPH1_01T00973				
FGRAMPH1_01T00975				
FGRAMPH1_01T00977	SPAC24B11.08c	YAL042W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00979	SPAC644.16	YGL044C	ortholog_one2one	ortholog_one2many
FGRAMPH1_01T00979	SPBC3B9.11c	YGL044C	ortholog_one2one	ortholog_one2many
FGRAMPH1_01T00981	SPAC17A2.14	YFL050C	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T00981	SPAC17A2.14	YOL130W	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T00983	SPBC1604.06c	YPR144C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00985	SPBC1604.07	YPL078C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00987		YML034W	ortholog_one2many	
FGRAMPH1_01T00987		YDR458C	ortholog_one2many	
FGRAMPH1_01T00989	SPBC146.12	YGR255C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T00991				
FGRAMPH1_01T00993				
FGRAMPH1_01T00995				
FGRAMPH1_01T00997				
FGRAMPH1_01T00999	SPCC1682.12c	YMR304W	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T00999	SPBP8B7.21	YMR304W	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T01001				
FGRAMPH1_01T01003				
FGRAMPH1_01T01005				
FGRAMPH1_01T01007				
FGRAMPH1_01T01009	SPAC57A10.09c	YPR052C	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T01009	SPAC57A10.09c	YBR089C-A	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T01011				
FGRAMPH1_01T01013	SPBC32F12.10	YMR105C	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T01013	SPBC32F12.10	YKL127W	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T01015	SPBC1347.07	YLR059C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01017				
FGRAMPH1_01T01019				
FGRAMPH1_01T01021				
FGRAMPH1_01T01023				
FGRAMPH1_01T01025				
FGRAMPH1_01T01027				
FGRAMPH1_01T01029				
FGRAMPH1_01T01031				
FGRAMPH1_01T01033	SPAC1071.07c	YOL040C	ortholog_one2one	ortholog_one2many
FGRAMPH1_01T01033	SPCC1393.03	YOL040C	ortholog_one2one	ortholog_one2many
FGRAMPH1_01T01035				
FGRAMPH1_01T01037				
FGRAMPH1_01T01039		YOL041C	ortholog_one2one	
FGRAMPH1_01T01041		YAL013W	ortholog_one2one	
FGRAMPH1_01T01043				
FGRAMPH1_01T01045	SPAC1071.01c	YAL043C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01047				
FGRAMPH1_01T01049				
FGRAMPH1_01T01051				
FGRAMPH1_01T01053				
FGRAMPH1_01T01055				
FGRAMPH1_01T01057				
FGRAMPH1_01T01059		YNL202W	ortholog_one2one	
FGRAMPH1_01T01061				
FGRAMPH1_01T01063				
FGRAMPH1_01T01065				
FGRAMPH1_01T01067				
FGRAMPH1_01T01069	SPAC9G1.02	YCR073C	ortholog_one2many	ortholog_one2many
FGRAMPH1_01T01069	SPAC9G1.02	YNR031C	ortholog_one2many	ortholog_one2many
FGRAMPH1_01T01069	SPAC1006.09	YCR073C	ortholog_one2many	ortholog_one2many
FGRAMPH1_01T01069	SPAC1006.09	YNR031C	ortholog_one2many	ortholog_one2many
FGRAMPH1_01T01071	SPAC1556.04c	YLR245C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01073				
FGRAMPH1_01T01075				
FGRAMPH1_01T01077				
FGRAMPH1_01T01079	SPAC1F5.06	YLR369W	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T01079	SPAC1F5.06	YKL073W	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T01081				
FGRAMPH1_01T01083				
FGRAMPH1_01T01085				
FGRAMPH1_01T01087	SPBC1711.04	YKR080W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01089				
FGRAMPH1_01T01091	SPAC4D7.12c	YLR243W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01093				
FGRAMPH1_01T01095	SPBC14F5.05c	YLR180W	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T01095	SPBC14F5.05c	YDR502C	ortholog_one2many	ortholog_one2one
FGRAMPH1_01T01097				
FGRAMPH1_01T01099				
FGRAMPH1_01T01101				
FGRAMPH1_01T01103				
FGRAMPH1_01T01105				
FGRAMPH1_01T01107	SPAC22H10.10	YER007W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01109				
FGRAMPH1_01T01111	SPCC1281.04	YPR127W	ortholog_one2many	ortholog_many2many
FGRAMPH1_01T01111	SPAC9E9.11	YPR127W	ortholog_one2many	ortholog_many2many
FGRAMPH1_01T01111	SPAC3A11.11c	YPR127W	ortholog_one2many	ortholog_many2many
FGRAMPH1_01T01113	SPBC646.17c			ortholog_one2one
FGRAMPH1_01T01115				
FGRAMPH1_01T01117	SPBC1271.02	YGL022W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01119				
FGRAMPH1_01T01121				
FGRAMPH1_01T01123				
FGRAMPH1_01T01125	SPCC18B5.11c	YPL153C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01127		YJL016W	ortholog_one2many	
FGRAMPH1_01T01127		YLR187W	ortholog_one2many	
FGRAMPH1_01T01127		YNL278W	ortholog_one2many	
FGRAMPH1_01T01129				
FGRAMPH1_01T01131				
FGRAMPH1_01T01133	SPCC18.12c	YOR004W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01135	SPAC6F6.13c	YFL034W	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01137				
FGRAMPH1_01T01139				
FGRAMPH1_01T01141	SPBC2A9.05c	YDR084C	ortholog_one2one	ortholog_one2one
FGRAMPH1_01T01143				
FGRAMPH1_01T01145				
FGRAMPH1_01T01147	SPBC660.11	YDR432W	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T01147	SPBC660.11	YHL034C	ortholog_many2many	ortholog_many2many
FGRAMPH1_01T01147	SPBC660.11	YBR212W	ortholog_many2many	ortholog_many2many
