Gene stable ID,Saccharomyces cerevisiae gene stable ID,Schizosaccharomyces pombe gene stable ID,Saccharomyces cerevisiae homology type,Schizosaccharomyces pombe homology type
NCU05803,YGL195W,SPOM_SPAC18G6.05C,ortholog_one2one,ortholog_one2one
NCU05810,YMR116C,SPOM_SPAC6B12.15,ortholog_one2one,ortholog_one2one
NCU05813,YNL177C,SPOM_SPCC1739.02C,ortholog_one2one,ortholog_one2one
NCU05837,YLL040C,SPOM_SPBC21C3.01C,ortholog_one2one,ortholog_one2one
NCU05843,YNL142W,SPOM_SPAC2E1P3.02C,ortholog_one2one,ortholog_one2one
NCU05894,YDR449C,SPOM_SPBC244.02C,ortholog_one2one,ortholog_one2one
NCU05895,YCR017C,SPOM_SPAC589.12,ortholog_one2one,ortholog_one2one
NCU05901,YNL172W,SPOM_SPBC106.09,ortholog_one2one,ortholog_one2one
NCU05902,YDR080W,SPOM_SPAP27G11.05C,ortholog_one2one,ortholog_one2one
NCU09642,YPR003C,SPOM_SPCC320.05,ortholog_one2one,ortholog_one2one
NCU09643,YBR029C,SPOM_SPBC13A2.03,ortholog_one2one,ortholog_one2one
NCU09658,YNL313C,SPOM_SPAC19B12.01,ortholog_one2one,ortholog_one2one
NCU07584,YDR323C,SPOM_SPAC17G6.08,ortholog_one2one,ortholog_one2one
NCU07608,YOR095C,SPOM_SPAC144.12,ortholog_one2one,ortholog_one2one
NCU07659,YNL071W,SPOM_SPCC794.07,ortholog_one2one,ortholog_one2one
NCU04855,YKR023W,SPOM_SPAC1A6.01C,ortholog_one2one,ortholog_one2one
NCU04856,YPR035W,SPOM_SPAC23H4.06,ortholog_one2one,ortholog_one2one
NCU11129,YJL172W,SPOM_SPAC24C9.08,ortholog_one2one,ortholog_one2one
NCU04898,YEL031W,SPOM_SPACUNK4.07C,ortholog_one2one,ortholog_one2one
NCU04899,YKL085W,SPOM_SPCC306.08C,ortholog_one2one,ortholog_one2one
NCU04945,YKL195W,SPOM_SPAC57A10.11C,ortholog_one2one,ortholog_one2one
NCU07965,YPR183W,SPOM_SPAC31G5.16C,ortholog_one2one,ortholog_one2one
NCU07956,YOR145C,SPOM_SPAC2C4.11C,ortholog_one2one,ortholog_one2one
NCU07955,YHR194W,SPOM_SPAC3H1.04C,ortholog_one2one,ortholog_one2one
NCU07942,YDR087C,SPOM_SPBC9B6.07,ortholog_one2one,ortholog_one2one
NCU07939,YOR075W,SPOM_SPCC895.04C,ortholog_one2one,ortholog_one2one
NCU07931,YNL274C,SPOM_SPACUNK4.10,ortholog_one2one,ortholog_one2one
NCU07930,YER043C,SPOM_SPBC8D2.18C,ortholog_one2one,ortholog_one2one
NCU07926,YOR168W,SPOM_SPBC342.02,ortholog_one2one,ortholog_one2one
NCU07914,YCR012W,SPOM_SPBC14F5.04C,ortholog_one2one,ortholog_one2one
NCU16757,YHR089C,SPOM_SPBC20F10.01,ortholog_one2one,ortholog_one2one
NCU07893,YLR321C,SPOM_SPCC16A11.14,ortholog_one2one,ortholog_one2one
NCU06520,YKR024C,SPOM_SPBC21H7.04,ortholog_one2one,ortholog_one2one
NCU06534,YMR247C,SPOM_SPBC21D10.09C,ortholog_one2one,ortholog_one2one
NCU06540,YCR077C,SPOM_SPBC19G7.10C,ortholog_one2one,ortholog_one2one
NCU06542,YNR036C,SPOM_SPAC4F8.06,ortholog_one2one,ortholog_one2one
NCU06546,YDR393W,SPOM_SPAC823.13C,ortholog_one2one,ortholog_one2one
NCU06552,YBL082C,SPOM_SPAC7D4.06C,ortholog_one2one,ortholog_one2one
NCU06554,YNL010W,SPOM_SPAC823.14,ortholog_one2one,ortholog_one2one
NCU06561,YDL135C,SPOM_SPAC6F12.06,ortholog_one2one,ortholog_one2one
NCU06563,YNR032W,SPOM_SPAC22H10.04,ortholog_one2one,ortholog_one2one
NCU06568,YOL069W,SPOM_SPAC27F1.04C,ortholog_one2one,ortholog_one2one
NCU06569,YGR261C,SPOM_SPAC23H3.06,ortholog_one2one,ortholog_one2one
NCU06572,YOR258W,SPOM_SPCC18.09C,ortholog_one2one,ortholog_one2one
NCU06578,YGL241W,SPOM_SPAC22H10.03C,ortholog_one2one,ortholog_one2one
NCU06593,YBR200W,SPOM_SPAC22H10.07,ortholog_one2one,ortholog_one2one
NCU06594,YPR045C,SPOM_SPBC2A9.11C,ortholog_one2one,ortholog_one2one
NCU06595,YLR417W,SPOM_SPBC3B9.09,ortholog_one2one,ortholog_one2one
NCU06606,YEL024W,SPOM_SPBC16H5.06,ortholog_one2one,ortholog_one2one
NCU06611,YNL187W,SPOM_SPCC1020.09,ortholog_one2one,ortholog_one2one
NCU06617,YGL106W,SPOM_SPAP8A3.08,ortholog_one2one,ortholog_one2one
NCU06622,YPL213W,SPOM_SPBC1861.08C,ortholog_one2one,ortholog_one2one
NCU06623,YBR278W,SPOM_SPCC16C4.22,ortholog_one2one,ortholog_one2one
NCU06624,YJR040W,SPOM_SPBC19C7.11,ortholog_one2one,ortholog_one2one
NCU06626,YBR097W,SPOM_SPBC119.07,ortholog_one2one,ortholog_one2one
NCU06631,YBR102C,SPOM_SPAC6F12.08C,ortholog_one2one,ortholog_one2one
NCU06632,YGR082W,SPOM_SPAC6F12.07,ortholog_one2one,ortholog_one2one
NCU16769,YPL207W,SPOM_SPCC1020.08,ortholog_one2one,ortholog_one2one
NCU09748,YKL058W,SPOM_SPCC553.11C,ortholog_one2one,ortholog_one2one
NCU09747,YHR026W,SPOM_SPAC2C4.13,ortholog_one2one,ortholog_one2one
NCU09745,YOR262W,SPOM_SPAC144.07C,ortholog_one2one,ortholog_one2one
NCU09744,YOR026W,SPOM_SPAC23H3.08C,ortholog_one2one,ortholog_one2one
NCU09741,YHR042W,SPOM_SPBC29A10.01,ortholog_one2one,ortholog_one2one
NCU09740,YIL129C,SPOM_SPBP19A11.04C,ortholog_one2one,ortholog_one2one
NCU09733,YMR244W,SPOM_SPCC18.01C,ortholog_one2one,ortholog_one2one
NCU16773,YOL072W,SPOM_SPBC1105.07C,ortholog_one2one,ortholog_one2one
NCU09731,YGL058W,SPOM_SPAC18B11.07C,ortholog_one2one,ortholog_one2one
NCU09730,YKL079W,SPOM_SPAC1834.07,ortholog_one2one,ortholog_one2one
NCU09727,YPR048W,SPOM_SPAC1296.06,ortholog_one2one,ortholog_one2one
NCU07733,YGR207C,SPOM_SPAC1805.02C,ortholog_one2one,ortholog_one2one
NCU07732,YOR303W,SPOM_SPBC56F2.09C,ortholog_one2one,ortholog_one2one
NCU07726,YDR361C,SPOM_SPCC613.08,ortholog_one2one,ortholog_one2one
NCU07725,YPR060C,SPOM_SPAC16E8.04C,ortholog_one2one,ortholog_one2one
NCU07722,YNL207W,SPOM_SPBC1703.05,ortholog_one2one,ortholog_one2one
NCU07721,YHR027C,SPOM_SPBP19A11.03C,ortholog_one2one,ortholog_one2one
NCU07719,YPL117C,SPOM_SPBC106.15,ortholog_one2one,ortholog_one2one
NCU07717,YNL312W,SPOM_SPCC1753.01C,ortholog_one2one,ortholog_one2one
NCU07714,YDL063C,SPOM_SPBC1703.03C,ortholog_one2one,ortholog_one2one
NCU07712,YDL031W,SPOM_SPAC31A2.07C,ortholog_one2one,ortholog_one2one
NCU07710,YJR138W,SPOM_SPBC26H8.04C,ortholog_one2one,ortholog_one2one
NCU07701,YKR051W,SPOM_SPAC30D11.06C,ortholog_one2one,ortholog_one2one
NCU07697,YOR136W,SPOM_SPBC902.05C,ortholog_one2one,ortholog_one2one
NCU07690,YGL125W,SPOM_SPAC56F8.10,ortholog_one2one,ortholog_one2one
NCU16779,YKL014C,SPOM_SPCC14G10.02,ortholog_one2one,ortholog_one2one
NCU07683,YER112W,SPOM_SPBC30D10.06,ortholog_one2one,ortholog_one2one
NCU07682,YJL071W,SPOM_SPBC725.14,ortholog_one2one,ortholog_one2one
NCU16784,YLR242C,SPOM_SPAPB1A10.15,ortholog_one2one,ortholog_one2one
NCU07679,YFR031C,SPOM_SPBP4H10.06C,ortholog_one2one,ortholog_one2one
NCU11371,YNR029C,SPOM_SPBC15D4.05,ortholog_one2one,ortholog_one2one
NCU08324,YGR187C,SPOM_SPAC26F1.12C,ortholog_one2one,ortholog_one2one
NCU08323,YBR247C,SPOM_SPBC13G1.09,ortholog_one2one,ortholog_one2one
NCU16790,YLR418C,SPOM_SPBC17G9.02C,ortholog_one2one,ortholog_one2one
NCU08317,YPR162C,SPOM_SPBP23A10.13,ortholog_one2one,ortholog_one2one
NCU08312,YDR164C,SPOM_SPCC584.05,ortholog_one2one,ortholog_one2one
NCU08309,YMR167W,SPOM_SPBC1703.04,ortholog_one2one,ortholog_one2one
NCU08301,YDR075W,SPOM_SPBC26H8.05C,ortholog_one2one,ortholog_one2one
NCU08297,YLR314C,SPOM_SPAC4F10.11,ortholog_one2one,ortholog_one2one
NCU08296,YNL137C,SPOM_SPBC13G1.01C,ortholog_one2one,ortholog_one2one
NCU08295,YDL051W,SPOM_SPAC57A10.10C,ortholog_one2one,ortholog_one2one
NCU08293,YDR305C,SPOM_SPCC4G3.02,ortholog_one2one,ortholog_one2one
NCU08291,YOR176W,SPOM_SPCC320.09,ortholog_one2one,ortholog_one2one
NCU08290,YMR284W,SPOM_SPCC126.02C,ortholog_one2one,ortholog_one2one
NCU08287,YJL130C,SPOM_SPAC22G7.06C,ortholog_one2one,ortholog_one2one
NCU08280,YGR175C,SPOM_SPBC713.12,ortholog_one2one,ortholog_one2one
NCU08278,YMR166C,SPOM_SPCC1442.03,ortholog_one2one,ortholog_one2one
NCU16791,YMR035W,SPOM_SPBC336.13C,ortholog_one2one,ortholog_one2one
NCU08277,YJR007W,SPOM_SPAC3G9.09C,ortholog_one2one,ortholog_one2one
NCU08276,YML059C,SPOM_SPCC4B3.04C,ortholog_one2one,ortholog_one2one
NCU08269,YBR035C,SPOM_SPAC1093.02,ortholog_one2one,ortholog_one2one
NCU08268,YMR028W,SPOM_SPCC63.05,ortholog_one2one,ortholog_one2one
NCU08267,YGR271W,SPOM_SPBC13G1.10C,ortholog_one2one,ortholog_one2one
NCU06404,YFL005W,SPOM_SPAC9E9.07C,ortholog_one2one,ortholog_one2one
NCU06402,YGR060W,SPOM_SPAC630.08C,ortholog_one2one,ortholog_one2one
NCU06397,YOR122C,SPOM_SPAC4A8.15C,ortholog_one2one,ortholog_one2one
NCU06393,YLR397C,SPOM_SPBC56F2.07C,ortholog_one2one,ortholog_one2one
NCU06386,YPL227C,SPOM_SPBC56F2.10C,ortholog_one2one,ortholog_one2one
NCU06380,YIL023C,SPOM_SPAP8A3.03,ortholog_one2one,ortholog_one2one
NCU06372,YJR099W,SPOM_SPAC27F1.03C,ortholog_one2one,ortholog_one2one
NCU06371,YPL029W,SPOM_SPAC637.11,ortholog_one2one,ortholog_one2one
NCU06367,YGL198W,SPOM_SPAC644.13C,ortholog_one2one,ortholog_one2one
NCU06360,YIL116W,SPOM_SPBC11B10.02C,ortholog_one2one,ortholog_one2one
NCU06355,YOR160W,SPOM_SPBC11G11.07,ortholog_one2one,ortholog_one2one
NCU06354,YOR159C,SPOM_SPBC11G11.06C,ortholog_one2one,ortholog_one2one
NCU06353,YER183C,SPOM_SPBC1703.08C,ortholog_one2one,ortholog_one2one
NCU06352,YJL212C,SPOM_SPCC1840.12,ortholog_one2one,ortholog_one2one
NCU06347,YNL084C,SPOM_SPBC11G11.02C,ortholog_one2one,ortholog_one2one
NCU06345,YBR223C,SPOM_SPCP31B10.05,ortholog_one2one,ortholog_one2one
NCU06340,YBR155W,SPOM_SPAC17A2.04C,ortholog_one2one,ortholog_one2one
NCU06338,YNL088W,SPOM_SPBC1A4.03C,ortholog_one2one,ortholog_one2one
NCU06336,YDR120C,SPOM_SPBC25D12.05,ortholog_one2one,ortholog_one2one
NCU06333,YPL094C,SPOM_SPAC17G6.09,ortholog_one2one,ortholog_one2one
NCU06322,YJL072C,SPOM_SPBC725.13C,ortholog_one2one,ortholog_one2one
NCU06318,YER013W,SPOM_SPBC1711.17,ortholog_one2one,ortholog_one2one
NCU06315,YDR173C,SPOM_SPAC607.04,ortholog_one2one,ortholog_one2one
NCU06310,YHR201C,SPOM_SPAC2F3.11,ortholog_one2one,ortholog_one2one
NCU06308,YFL036W,SPOM_SPAC26H5.12,ortholog_one2one,ortholog_one2one
NCU06300,YDR454C,SPOM_SPBC1198.05,ortholog_one2one,ortholog_one2one
NCU06284,YJL154C,SPOM_SPCC777.13,ortholog_one2one,ortholog_one2one
NCU04523,YGR246C,SPOM_SPBC13E7.10C,ortholog_one2one,ortholog_one2one
NCU04519,YIR022W,SPOM_SPBC1685.03,ortholog_one2one,ortholog_one2one
NCU04508,YHR143W-A,SPOM_SPBC19C2.03,ortholog_one2one,ortholog_one2one
NCU04507,YJR072C,SPOM_SPBC119.15,ortholog_one2one,ortholog_one2one
NCU04504,YHR065C,SPOM_SPAC823.08C,ortholog_one2one,ortholog_one2one
NCU04495,YJL006C,SPOM_SPBC530.13,ortholog_one2one,ortholog_one2one
NCU04485,YDR365C,SPOM_SPBC1734.01C,ortholog_one2one,ortholog_one2one
NCU04481,YEL052W,SPOM_SPBC115.02C,ortholog_one2one,ortholog_one2one
NCU04462,YBR159W,SPOM_SPAC4G9.15,ortholog_one2one,ortholog_one2one
NCU04461,YER044C,SPOM_SPBC337.09,ortholog_one2one,ortholog_one2one
NCU04460,YBR018C,SPOM_SPBPB2B2.10C,ortholog_one2one,ortholog_one2one
NCU04454,YNL219C,SPOM_SPAC1834.05,ortholog_one2one,ortholog_one2one
NCU04450,YBR163W,SPOM_SPBC685.02,ortholog_one2one,ortholog_one2one
NCU04449,YHR020W,SPOM_SPBC19C7.06,ortholog_one2one,ortholog_one2one
NCU04448,YDR212W,SPOM_SPBC12D12.03,ortholog_one2one,ortholog_one2one
NCU04443,YBR046C,SPOM_SPCC1442.16C,ortholog_one2one,ortholog_one2one
NCU04442,YBR019C,SPOM_SPBPB2B2.12C,ortholog_one2one,ortholog_one2one
NCU04439,YJL033W,SPOM_SPAC1093.05,ortholog_one2one,ortholog_one2one
NCU04435,YFL055W,SPOM_SPCC965.11C,ortholog_one2one,ortholog_one2one
NCU04414,YOR117W,SPOM_SPAC3A11.12C,ortholog_one2one,ortholog_one2one
NCU04411,YDR354W,SPOM_SPBC16G5.08,ortholog_one2one,ortholog_one2one
NCU04407,YOL124C,SPOM_SPBC16D10.02,ortholog_one2one,ortholog_one2one
NCU04404,YDR238C,SPOM_SPBC146.14C,ortholog_one2one,ortholog_one2one
NCU04388,YDL046W,SPOM_SPAPB8E5.04C,ortholog_one2one,ortholog_one2one
NCU04387,YGR020C,SPOM_SPBC3B9.18C,ortholog_one2one,ortholog_one2one
NCU04385,YGL009C,SPOM_SPAC9E9.03,ortholog_one2one,ortholog_one2one
NCU04378,YLR103C,SPOM_SPAC17D4.02,ortholog_one2one,ortholog_one2one
NCU10762,YBR243C,SPOM_SPBC15D4.04,ortholog_one2one,ortholog_one2one
NCU04371,YNL135C,SPOM_SPBC839.17C,ortholog_one2one,ortholog_one2one
NCU04363,YGR186W,SPOM_SPCC1620.09C,ortholog_one2one,ortholog_one2one
NCU04362,YGL174W,SPOM_SPCC1620.10,ortholog_one2one,ortholog_one2one
NCU04355,YJL100W,SPOM_SPAC343.19,ortholog_one2one,ortholog_one2one
NCU04348,YPL217C,SPOM_SPBC31E1.06,ortholog_one2one,ortholog_one2one
NCU04344,YKR026C,SPOM_SPCC11E10.07C,ortholog_one2one,ortholog_one2one
NCU04339,YCR036W,SPOM_SPBC16G5.02C,ortholog_one2one,ortholog_one2one
NCU04334,YOR020C,SPOM_SPCC550.06C,ortholog_one2one,ortholog_one2one
NCU07982,YMR108W,SPOM_SPBP35G2.07,ortholog_one2one,ortholog_one2one
NCU07986,YDR105C,SPOM_SPAPB1A10.07C,ortholog_one2one,ortholog_one2one
NCU07987,YGL184C,SPOM_SPCC11E10.01,ortholog_one2one,ortholog_one2one
NCU07988,YGR028W,SPOM_SPCC24B10.10C,ortholog_one2one,ortholog_one2one
NCU07989,YJR058C,SPOM_SPBC685.04C,ortholog_one2one,ortholog_one2one
NCU07991,YNL265C,SPOM_SPCC1442.17C,ortholog_one2one,ortholog_one2one
NCU07992,YDR392W,SPOM_SPCC61.02,ortholog_one2one,ortholog_one2one
NCU07993,YDR435C,SPOM_SPBP8B7.08C,ortholog_one2one,ortholog_one2one
NCU07999,YKL165C,SPOM_SPBC839.08C,ortholog_one2one,ortholog_one2one
